id,class,artists,name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,time_signature
14OxJlLdcHNpgsm4DRwDOB,hit,Tove Lo,Habits (Stay High),0.0703,0.733,209160,0.65,6.59e-05,0.0829,-3.539,0.0315,110.003,0.348,1,5,4
7J06GPr8b6A0zRHTZhah6s,non-hit,Zac Brown Band,Highway 20 Ride,0.551,0.55,229280,0.402,1.38e-05,0.105,-7.195,0.0339,76.105,0.428,1,3,4
498ZVInMGDkmmNVpSWqHiZ,non-hit,Florida Georgia Line Featuring Tim McGraw,May We All,0.0409,0.514,226173,0.918,0.0,0.342,-4.306,0.0365,150.033,0.64,1,7,4
6GsAD8PgHxmEuIPTG8GP3M,hit,Thomas Rhett,It Goes Like This,0.117,0.543,186080,0.837,0.0,0.0872,-6.448,0.0608,168.056,0.506,1,11,4
2LKlHBPHxLG5ArAXfF148n,hit,N*E*R*D & Rihanna,Lemon,0.000881,0.805,146907,0.71,2.64e-05,0.358,-6.642,0.309,190.044,0.147,1,1,4
5h2nC1QYVpK0AJra70Ja3p,non-hit,Fergie,L.A.LOVE (la la),0.0186,0.509,211512,0.482,0.0,0.238,-6.965,0.176,101.042,0.301,1,7,4
1E8wif6bVXurUgxV8Gfwrw,non-hit,Snoop Dogg Featuring The-Dream,Gangsta Luv,0.0277,0.59,256547,0.735,0.0,0.0818,-4.924,0.297,102.076,0.398,1,2,4
2aZ8Mfrh353IAYOrXrDtBA,non-hit,T.I. Featuring Keri Hilson,Got Your Back,0.0117,0.553,274526,0.472,0.0,0.398,-12.819,0.501,146.841,0.652,1,8,4
3rfhI32Il2hVRKDkuGeeen,hit,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),0.0435,0.595,234453,0.913,0.0,0.259,-3.428,0.0884,128.021,0.762,0,10,4
3Z3D2hnbZnveVhTuOifJyt,non-hit,Luke Bryan,I See You,0.0838,0.657,185987,0.821,0.0,0.0457,-3.388,0.0352,130.002,0.714,1,6,4
1qwnPVOIJjAFfCc40Etb1D,non-hit,Zac Brown Band,Homegrown,0.0249,0.712,205000,0.801,0.000125,0.134,-3.742,0.029,105.007,0.956,1,6,4
2EgB4n6XyBsuNUbuarr4eG,non-hit,Rich The Kid Featuring Kendrick Lamar,New Freezer,0.0405,0.884,191938,0.698,0.0,0.195,-9.101,0.364,140.068,0.575,1,0,4
4z7gh3aIZV9arbL9jJSc5J,hit,Ella Henderson,Ghost,0.0457,0.68,213213,0.84,8.38e-06,0.143,-3.823,0.0415,104.985,0.468,1,9,4
7zNM46fo01dCBidY4yGNTZ,non-hit,Zac Brown Band,Keep Me In Mind,0.159,0.684,214107,0.715,0.0,0.181,-6.132,0.0336,96.018,0.563,1,6,4
0wDbYIl4fN2mccHczCJqEf,non-hit,Sean Kingston Featuring Nicki Minaj,Letting Go (Dutty Love),0.335,0.792,230600,0.808,0.0,0.269,-4.156,0.0963,92.064,0.709,1,5,4
2L8cFPItBljPNJgPjTnuIf,non-hit,Rae Sremmurd,No Flex Zone,0.00433,0.925,231067,0.518,0.0,0.0976,-5.831,0.106,120.064,0.241,1,8,4
04a1HkNH7LFsG5mEiLN7vl,non-hit,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",No New Friends (SFTB Remix),0.00589,0.703,308333,0.681,0.0,0.449,-6.356,0.133,124.928,0.245,1,2,4
6GcuA4J9ruyClBizBd4m5E,non-hit,Beyonce,Ego,0.155,0.623,236360,0.389,0.0,0.163,-7.816,0.241,79.454,0.489,1,1,4
23L5CiUhw2jV1OIMwthR3S,non-hit,Martin Garrix & Bebe Rexha,In The Name Of Love,0.109,0.501,195707,0.519,0.0,0.454,-5.88,0.0409,133.99,0.168,0,4,4
2Ima72UXnfvR539afL3SAF,non-hit,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",Hold You Down,0.195,0.525,293120,0.681,0.0,0.141,-4.158,0.0683,151.875,0.437,0,6,3
2VwBhM5L7wGE4lLavyJy0L,non-hit,Toby Keith,God Love Her,0.133,0.551,216627,0.919,8.36e-05,0.0637,-3.895,0.0529,125.025,0.432,1,10,4
3lwMGZ9M5Gq4usaZZLV4NK,non-hit,Dorrough,Ice Cream Paint Job,0.000545,0.849,237320,0.59,0.0,0.343,-8.367,0.428,180.026,0.656,1,0,4
2ekn2ttSfGqwhhate0LSR0,hit,Dua Lipa,New Rules,0.00261,0.762,209320,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,0.608,0,9,4
6s9ICeczYOfbHHIaSMq9jd,hit,Florida Georgia Line,Get Your Shine On,0.00286,0.497,222013,0.927,1.26e-06,0.413,-4.52,0.0371,96.991,0.607,1,0,4
2iUmqdfGZcHIhS3b9E9EWq,hit,Neon Trees,Everybody Talks,0.00301,0.471,177280,0.924,0.0,0.313,-3.906,0.0586,154.961,0.725,1,8,4
2x0WlnmfG39ZuDmstl9xfX,non-hit,Taylor Swift Featuring Ed Sheeran & Future,End Game,0.00845,0.649,244827,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151,1,2,4
1YaVmBh7EAeR54FIjuFcb5,hit,Selena Gomez & The Scene,Naturally,0.0185,0.605,202587,0.902,1.01e-06,0.0534,-5.406,0.0511,132.612,0.875,0,10,4
6jvvpPJQJy5rMOEkLlADl6,non-hit,Trey Songz,Neighbors Know My Name,0.0379,0.663,186307,0.693,0.0,0.162,-5.776,0.0635,120.026,0.391,0,7,4
4gmmRb6bZJffOOiww1JGTO,non-hit,21 Savage & Metro Boomin,No Heart,0.136,0.906,235040,0.444,6.44e-05,0.173,-8.692,0.384,140.063,0.678,0,4,4
1f5cbQtDrykjarZVrShaDI,hit,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,0.501,0.839,209269,0.81,0.0,0.117,-5.274,0.0568,129.014,0.814,0,5,4
57uX2vR9j9DNiANDYfXw1i,hit,The Fray,Never Say Never,0.568,0.23,256613,0.492,8.18e-06,0.176,-5.767,0.0317,160.139,0.262,1,8,4
1zvQt99d5oTkEQLmSoO1yu,non-hit,Blake Shelton,Mine Would Be You,0.146,0.572,239507,0.529,0.0,0.335,-6.897,0.0282,139.876,0.321,1,0,4
3m8CQnnfJJp4eQMWWl3zay,hit,Kirko Bangz,Drank In My Cup,0.0114,0.451,232160,0.632,0.0,0.198,-7.98,0.297,132.89,0.234,0,8,4
1jNNHFZmRGXZFHlil5uhei,non-hit,Brett Eldredge,Drunk On Your Love,0.414,0.443,173960,0.831,0.0,0.204,-5.606,0.0616,182.064,0.588,1,11,4
0iA1unTbTbDOWUSlbwJ1pS,non-hit,Billy Currington,It Don't Hurt Like It Used To,0.071,0.558,184507,0.818,0.0,0.21,-4.07,0.0403,81.034,0.453,1,8,4
3qN5qMTKyEEmiTZD38BNTT,hit,Drake,I'm Upset,0.279,0.899,214467,0.586,0.0,0.0836,-7.866,0.344,150.001,0.492,0,11,4
7D49Iig0avHre9RFSUMkd2,non-hit,OneRepublic,I Lived,0.0746,0.599,234547,0.854,0.0,0.278,-5.429,0.0436,119.986,0.311,1,9,4
0CkSF2TAqIu8TJaVwwAOnT,non-hit,Shinedown,If You Only Knew,0.000347,0.449,226640,0.956,0.0,0.325,-4.011,0.0398,97.011,0.321,0,9,4
4EDeBzhZMcHEx7A8IcDiaL,non-hit,Miranda Lambert,Heart Like Mine,0.0642,0.437,177867,0.844,1.42e-06,0.124,-3.394,0.0381,155.066,0.493,1,8,4
4HlFJV71xXKIGcU3kRyttv,hit,Train,"Hey, Soul Sister",0.185,0.673,216773,0.886,0.0,0.0826,-4.44,0.0431,97.012,0.795,0,1,4
7haN4XreV4WkoBQmkYM709,non-hit,Blake Shelton,Drink On It,0.0365,0.643,211067,0.725,1.2e-06,0.326,-5.632,0.0231,93.975,0.683,1,7,4
2YVCkTYJpv5jelYrHYoEG8,hit,Lady Antebellum,I Run To You,0.163,0.656,256013,0.786,5.99e-05,0.124,-4.451,0.034,113.963,0.378,1,3,4
3izNaTiYdotdPL0Bs76JqO,non-hit,Dylan Scott,My Girl,0.0353,0.652,197640,0.719,0.0,0.108,-7.251,0.033,94.969,0.24,1,1,4
1JDIArrcepzWDTAWXdGYmP,non-hit,Zedd Featuring Selena Gomez,I Want You To Know,0.00537,0.58,240000,0.846,6.62e-06,0.145,-2.876,0.0573,129.998,0.366,0,9,4
2S5LNtRVRPbXk01yRQ14sZ,non-hit,Flo Rida Featuring Robin Thicke & Verdine White,"I Don't Like It, I Love It",0.0242,0.854,224258,0.766,0.0,0.0793,-4.697,0.141,118.004,0.784,0,9,4
5WI2ltQIdwgzf1SNE76JyR,hit,Flume Featuring Kai,Never Be Like You,0.453,0.444,234910,0.557,0.0,0.152,-5.476,0.0602,115.058,0.296,1,0,4
5aj0xPGiEUN3aI2oOYu14S,hit,Lee Brice,I Don't Dance,0.399,0.587,221173,0.559,6.69e-06,0.0992,-7.742,0.0321,92.036,0.19,1,1,4
4dTaAiV9xFFCxnPur9c9yL,non-hit,David Guetta Featuring Kid Cudi,Memories,0.0015,0.544,210093,0.87,2.8e-06,0.246,-6.103,0.26,129.984,0.502,1,8,4
289hx4t6fH2BBe8p6cnXo1,non-hit,Blake Shelton,Neon Light,0.0189,0.666,221402,0.78,1.01e-06,0.0635,-5.847,0.048,154.056,0.923,1,2,4
6H0AwSQ20mo62jGlPGB8S6,non-hit,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,0.0317,0.822,210200,0.505,0.000911,0.114,-7.384,0.147,73.003,0.523,1,7,4
4pAl7FkDMNBsjykPXo91B3,hit,Rihanna,Needed Me,0.11,0.671,191600,0.314,0.0,0.0825,-8.091,0.244,110.898,0.296,0,5,4
0yz2J4wsXFCjMjpJ6A74yV,non-hit,Chris Brown,Fine China,0.0419,0.654,213200,0.731,0.0,0.122,-4.767,0.0568,104.002,0.59,0,10,4
7kB1UXxStzSa78NdiexiIS,non-hit,Blake Shelton Featuring Gwen Sebastian,My Eyes,0.475,0.453,190213,0.587,0.0,0.109,-7.584,0.0406,145.334,0.625,1,4,4
05BgC2247XGi8ySwBzOO0o,non-hit,Carrie Underwood,Heartbeat,0.606,0.54,209920,0.766,0.0,0.0903,-4.478,0.05,139.999,0.435,1,1,4
0lQJBl9YEsoMtE8D4yTE9g,non-hit,Dan + Shay,From The Ground Up,0.333,0.281,253933,0.58,0.0,0.122,-5.967,0.0323,151.568,0.282,1,9,3
6H2wnX7ytNeCKERIVqCwgs,hit,"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",I Made It (Cash Money Heroes),0.043,0.592,249547,0.944,0.0,0.365,-2.94,0.111,124.42,0.574,1,7,5
7soJgKhQTO8hLP2JPRkL5O,hit,Charlie Puth,One Call Away,0.403,0.667,194453,0.613,0.0,0.115,-5.353,0.0344,91.024,0.47,1,1,4
6wmAHw1szh5RCKSRjiXhPe,hit,Charlie Puth,How Long,0.211,0.845,200853,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,0.811,0,1,4
6HZ9VeI5IRFCNQLXhpF4bq,hit,Icona Pop Featuring Charli XCX,I Love It,0.00952,0.711,157153,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,0.824,1,8,4
6QgjcU0zLnzq5OrUoSZ3OK,hit,Portugal. The Man,Feel It Still,0.0417,0.801,163253,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754,0,1,4
1UMKquW1olreYO1LlLmTqi,non-hit,Sage The Gemini Featuring IamSu!,Gas Pedal,0.0273,0.843,208160,0.538,0.0,0.124,-8.028,0.0833,97.49,0.428,1,1,4
0qwcGscxUHGZTgq0zcaqk1,non-hit,Avril Lavigne,Here's To Never Growing Up,0.0111,0.482,214320,0.873,0.0,0.409,-3.145,0.0853,165.084,0.737,1,0,4
0cV4xwUA4ue2deqq4CZFko,hit,Luke Bryan,I Don't Want This Night To End,0.0275,0.616,219973,0.728,0.0,0.228,-4.02,0.0278,111.934,0.375,0,9,4
2QZ7WLBE8h2y1Y5Fb8RYbH,hit,Shawn Mendes,In My Blood,0.0573,0.622,211360,0.712,0.0,0.13,-7.321,0.066,140.025,0.487,1,5,4
5zDQlhcJ5KOoXeSMGwiuJY,non-hit,Robin Thicke Featuring Kendrick Lamar,Give It 2 U,0.101,0.672,229667,0.827,0.0,0.16,-3.829,0.0693,127.076,0.58,0,6,4
37f4ITSlgPX81ad2EvmVQr,hit,Rachel Platten,Fight Song,0.0549,0.564,204013,0.714,0.0,0.155,-4.987,0.129,175.924,0.33,1,7,4
51Nwg5wCDDiqcTntgJUlLo,non-hit,DJ Khaled Featuring Jay Z & Future,I Got The Keys,0.00287,0.686,219759,0.623,0.00145,0.219,-3.425,0.13,140.171,0.176,1,1,4
1soxUgYIZb1qx1c7o1Lc7z,hit,Dierks Bentley,Drunk On A Plane,0.00495,0.423,254467,0.73,1.13e-05,0.238,-5.566,0.032,205.972,0.66,1,9,4
6ukMqDxnOPOgoHdak7Kyp3,hit,Charlie Puth Featuring Meghan Trainor,Marvin Gaye,0.417,0.795,190453,0.616,0.0,0.349,-5.281,0.06,110.015,0.815,0,1,4
7FC9Lng8iXU081lbigu8m8,hit,Kelly Clarkson,Heartbeat Song,0.0137,0.49,198733,0.798,0.0,0.0627,-3.66,0.0489,149.109,0.479,1,6,4
4JehYebiI9JE8sR8MisGVb,hit,Beyonce,Halo,0.272,0.508,261640,0.72,0.0,0.0563,-5.908,0.0628,79.983,0.472,0,11,4
4ljDnzzqwnRIynr1g55um4,non-hit,Jay-Z + Swizz Beatz,On To The Next One,0.215,0.546,256133,0.908,9.47e-06,0.107,-1.655,0.417,116.885,0.59,0,10,5
4kte3OcW800TPvOVgrLLj8,hit,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),0.248,0.658,251627,0.677,0.0,0.368,-6.628,0.0393,124.91,0.248,1,5,4
11EX5yhxr9Ihl3IN1asrfK,hit,Lady Antebellum,Need You Now,0.0927,0.587,277573,0.622,0.000636,0.2,-5.535,0.0303,107.943,0.231,1,4,4
6Knv6wdA0luoMUuuoYi2i1,hit,Flo Rida,My House,0.0215,0.688,192191,0.702,0.0,0.128,-4.792,0.0499,94.006,0.74,0,7,4
5wuXWTCiKIlNEXfwAuTY1G,non-hit,Ester Dean Featuring Chris Brown,Drop It Low,0.0019,0.723,190533,0.714,5.43e-05,0.0836,-5.036,0.0537,88.047,0.386,1,11,4
3OMpIoONQH8rSscaZLozFQ,non-hit,Brad Paisley Featuring Alabama,Old Alabama,0.103,0.378,301800,0.903,0.000285,0.134,-4.538,0.0533,115.616,0.457,1,7,4
0Fv5N0cHBsl4bzCbollCAS,non-hit,Big Sean,Moves,0.0433,0.812,142907,0.522,0.0,0.154,-5.287,0.257,75.524,0.38,1,2,4
7yfg0Eer6UZZt5tZ1XdsWz,non-hit,Drake Featuring Nicki Minaj,Make Me Proud,0.00268,0.684,219893,0.486,0.000148,0.157,-10.155,0.132,131.913,0.355,1,1,4
5qtwzv99vOr5UTwnTixn7j,non-hit,Green Day,Know Your Enemy,0.0016,0.56,190987,0.958,4.96e-05,0.0643,-3.245,0.0412,129.984,0.961,1,11,4
5lR4YDKdhJUkGUYMrMRx43,non-hit,Shakira Featuring Lil Wayne,Give It Up To Me,0.443,0.841,183573,0.729,0.0,0.122,-6.311,0.0705,115.984,0.688,0,5,4
07HPV6hzecJmMJwsIX8YVU,non-hit,Hannah Montana,He Could Be The One,0.00154,0.602,180800,0.894,0.0,0.433,-3.975,0.032,125.988,0.643,1,4,4
08gavXombT6KR0af88i9tA,non-hit,Taylor Swift,Jump Then Fall,0.111,0.618,237067,0.687,0.0,0.0693,-5.737,0.0271,79.991,0.82,1,2,4
0QkWikH5Z3U0f79T9iuF6c,non-hit,Lady Gaga,Judas,0.000967,0.661,249067,0.937,1.59e-05,0.355,-3.83,0.0744,131.001,0.535,0,10,4
0vvt4IZOMkRug195S4MUq0,non-hit,Taylor Swift,If This Was A Movie,0.166,0.511,234547,0.719,4.54e-06,0.34,-3.457,0.0265,147.852,0.289,1,4,4
4rsW3WCZBGwhHfJWuHRwyT,hit,Phillip Phillips,Home,0.0256,0.606,210173,0.826,1.56e-05,0.117,-6.04,0.0307,121.04,0.322,1,0,4
6g0Orsxv6glTJCt4cHsRsQ,non-hit,Beyonce,Formation,0.00532,0.896,206080,0.621,0.0,0.196,-6.857,0.237,121.966,0.818,0,5,4
7yotKA30dwTKNEGomV9ZsI,non-hit,J. Cole,KOD,0.21,0.831,191437,0.782,0.0,0.113,-6.274,0.15,141.869,0.199,1,0,4
3aW0ds4A4tSQDIp75FqWTo,non-hit,BTS,Fake Love,0.00267,0.557,242334,0.719,0.0,0.306,-4.515,0.0372,77.501,0.344,0,2,4
0CBQ0m3mufWH75LTYB3s6h,non-hit,Lil Wayne Featuring Travis Scott,Let It Fly,0.0414,0.902,186872,0.819,0.0,0.106,-3.321,0.317,89.0,0.746,1,1,4
4K5LLD1QqDCYfCfe7MjAsG,non-hit,Kris Allen,No Boundaries,0.00357,0.449,210093,0.789,0.0,0.0816,-3.114,0.0351,141.922,0.251,1,3,4
3IcIIZMMS7UArJJPtEHXG8,hit,Mariah Carey,Obsessed,0.0465,0.742,242200,0.468,0.0,0.826,-5.557,0.0625,86.443,0.369,0,10,4
5yEPktRqvIhko5QFF3aBhQ,non-hit,Taylor Swift,Mean,0.452,0.568,237733,0.761,0.0,0.217,-3.987,0.0459,163.974,0.789,1,4,4
3hsmbFKT5Cujb5GQjqEU39,hit,Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,0.0339,0.767,222587,0.677,5.51e-06,0.144,-6.128,0.184,146.155,0.538,0,11,4
3wtKovRRtvu6wbTjeKA26Q,non-hit,Scotty McCreery,I Love You This Big,0.0922,0.521,246120,0.647,8.21e-05,0.123,-6.344,0.0295,83.963,0.326,1,9,4
7xapw9Oy21WpfEcib2ErSA,non-hit,Justin Bieber,Mistletoe,0.498,0.658,182947,0.56,0.0,0.0794,-9.049,0.0467,161.994,0.854,0,6,4
7fCNUWi6uflDTQ08srxMZk,hit,Meghan Trainor,No,0.0224,0.827,152862,0.658,0.0,0.0417,-3.846,0.0517,115.016,0.523,1,6,4
6AGON2BGdPmPMJGiiNuuwl,non-hit,J. Cole,Immortal,0.455,0.744,201667,0.43,2.73e-06,0.126,-10.604,0.309,92.039,0.266,0,3,4
5OCJzvD7sykQEKHH7qAC3C,hit,Ariana Grande,God Is A Woman,0.0233,0.602,197547,0.658,6e-05,0.237,-5.934,0.0558,145.031,0.268,1,1,4
2AIWoHr9DF6y4KALCBKWQS,non-hit,BTS Featuring Nicki Minaj,IDOL,0.00481,0.734,222732,0.855,0.0,0.123,-3.211,0.118,126.035,0.422,1,9,4
1le5KVGTF1xWf2aUj7ruLy,hit,Colbie Caillat,Fallin' For You,0.156,0.644,215547,0.834,0.0,0.112,-6.473,0.0275,117.043,0.593,1,4,4
3ZdJffjzJWFimSQyxgGIxN,hit,Nelly,Just A Dream,0.0421,0.531,237800,0.752,0.0,0.12,-6.161,0.0305,89.917,0.103,1,1,4
16VQqrD8XTaIiJDCMStjxK,non-hit,Lady Gaga,Hair,0.0103,0.863,202640,0.457,5.32e-05,0.109,-6.422,0.0526,115.009,0.401,0,4,4
1V6gIisPpYqgFeWbMLI0bA,hit,Demi Lovato,Heart Attack,0.0738,0.504,210840,0.785,0.0,0.239,-4.802,0.104,173.968,0.502,1,8,4
5wjmqUGN7vrAqFqDWrywlZ,non-hit,One Direction,Midnight Memories,0.00725,0.432,176320,0.868,0.0,0.233,-2.01,0.0882,156.128,0.567,0,6,4
6jG2YzhxptolDzLHTGLt7S,hit,Beyonce Featuring Jay Z,Drunk In Love,0.00969,0.589,323480,0.621,0.00104,0.181,-6.902,0.0468,140.03,0.401,0,5,4
0lYBSQXN6rCTvUZvg9S0lU,hit,DJ Snake Featuring Justin Bieber,Let Me Love You,0.0863,0.649,205947,0.716,2.63e-05,0.135,-5.371,0.0349,99.988,0.163,1,8,4
58QhkbaAkLFnn7JwAnAato,non-hit,Eminem,Fall,0.227,0.83,262494,0.546,0.0,0.112,-5.716,0.295,182.973,0.535,1,1,4
1WtTLtofvcjQM3sXSMkDdX,hit,Ludacris,How Low,0.00248,0.784,201587,0.498,1.23e-06,0.224,-6.977,0.0533,143.96,0.418,1,1,4
0gY2iq0xJPRoIB1PScKSw4,hit,Blake Shelton,Honey Bee,0.00167,0.481,210720,0.849,1.49e-06,0.121,-5.131,0.0385,205.57,0.723,1,4,4
6LxSe8YmdPxy095Ux6znaQ,hit,Drake,Headlines,0.365,0.636,235987,0.566,0.000353,0.0917,-7.16,0.106,151.894,0.425,0,6,4
2woCC5hiuPTDAonxhEojP0,non-hit,Madonna Featuring Nicki Minaj & M.I.A.,Give Me All Your Luvin',0.00557,0.68,202760,0.885,0.000704,0.377,-4.36,0.0382,144.998,0.879,1,11,4
7BvCDrlYwJ5D9RUqvvs3BT,non-hit,Pentatonix,Little Drummer Boy,0.3,0.713,255879,0.411,7.19e-05,0.0763,-8.24,0.0355,134.007,0.626,1,8,4
0rzNMzZsubFcXSEh7dnem7,non-hit,Beyonce,Hold Up,0.745,0.524,221093,0.397,0.0,0.521,-11.936,0.405,80.744,0.552,1,0,4
0utlOiJy2weVl9WTkcEWHy,non-hit,J. Cole,Neighbors,0.319,0.898,216520,0.283,0.000383,0.11,-12.335,0.356,138.97,0.469,0,6,4
7rC5Pl8rQSX4myONQHYPBK,non-hit,Drake,Mob Ties,0.0456,0.755,205147,0.575,0.00124,0.276,-8.393,0.0678,85.987,0.49,0,4,4
1bM50INir8voAkVoKuvEUI,hit,Usher Featuring will.i.am,OMG,0.198,0.781,269493,0.745,1.14e-05,0.36,-5.81,0.0332,129.998,0.326,0,4,4
4gbVRS8gloEluzf0GzDOFc,hit,Maroon 5,Maps,0.0205,0.742,189960,0.713,0.0,0.059,-5.522,0.0303,120.032,0.879,0,1,4
6i0V12jOa3mr6uu4WYhUBr,hit,twenty one pilots,Heathens,0.0841,0.732,195920,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,0.548,0,4,4
7KcGEssn7BnJdTgildK5y0,non-hit,"Nicki Minaj, Drake & Lil Wayne",No Frauds,0.0884,0.867,272453,0.558,4.05e-06,0.541,-6.975,0.258,139.061,0.432,1,1,4
6SwRhMLwNqEi6alNPVG00n,hit,Kendrick Lamar Featuring Rihanna,Loyalty.,0.0265,0.658,227360,0.535,0.0,0.2,-8.983,0.0573,110.684,0.419,0,9,4
4wFjTWCunQFKtukqrNijEt,hit,"Migos, Nicki Minaj & Cardi B",MotorSport,0.0305,0.904,303077,0.518,0.0,0.325,-5.32,0.183,137.996,0.188,1,2,4
3szf2z1Cy1QMrtHrbn8rz9,non-hit,Drake,Elevate,0.015,0.758,184960,0.474,0.0,0.116,-8.72,0.146,76.062,0.0541,1,1,4
1U4mweNwisxNj23ffuC9gO,non-hit,Drake Featuring Lil Wayne,Miss Me,0.0813,0.426,305520,0.862,0.0,0.34,-5.979,0.597,100.3,0.332,1,2,5
1AT4xjNarTswd0UZ5FlmKF,non-hit,J. Cole,Motiv8,0.135,0.869,133922,0.385,0.0,0.0931,-7.801,0.297,149.897,0.596,1,4,4
6wWaVoUOzLQJHd3bWAUpdZ,non-hit,Lil Baby & Gunna Featuring Drake,Never Recover,0.0677,0.753,194732,0.686,0.0,0.193,-5.415,0.284,132.055,0.886,0,1,4
4gwDrsXJPXfCAYFbpUjeCW,non-hit,Kris Allen,Heartless,0.133,0.577,222333,0.747,0.0,0.141,-4.675,0.052,94.954,0.502,0,10,4
5zpDHEU12zATwLGvozxPw2,hit,Bad Meets Evil Featuring Bruno Mars,Lighters,0.352,0.676,303813,0.695,0.0,0.119,-8.327,0.245,90.268,0.144,1,0,4
05pdoheuKPSotkjMgIVX6I,non-hit,Lil Wayne Featuring Bruno Mars,Mirror,0.858,0.331,228093,0.622,0.0,0.104,-7.291,0.092,64.468,0.388,0,5,3
1EaKU4dMbesXXd3BrLCtYG,non-hit,Kendrick Lamar,Element.,0.204,0.748,208733,0.705,0.0,0.246,-4.547,0.485,189.891,0.483,0,4,4
7vgTNTaEz3CsBZ1N4YQalM,non-hit,Kanye West Featuring PARTYNEXTDOOR,Ghost Town,0.0969,0.573,271387,0.545,0.0,0.329,-4.247,0.0288,83.378,0.297,0,7,4
2gsNpSn7VvvJuSrIDfRoYy,non-hit,Eminem,Kamikaze,0.112,0.78,216029,0.808,0.0,0.329,-5.175,0.484,79.982,0.642,1,2,4
2k79z9A1dbdQ8gQG8M1Zz5,non-hit,Lil Wayne Featuring Drake,Gonorrhea,0.0311,0.715,262440,0.745,0.0,0.0823,-5.71,0.25,148.042,0.687,1,9,4
5S9lfZu1YF8xKkgSsqL2Bd,hit,Sia,Elastic Heart,0.0117,0.421,257200,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0.499,1,9,4
0nUGa8WQpQqg2vzJUprEo5,non-hit,Britney Spears Featuring G-Eazy,Make Me...,0.146,0.701,230960,0.7,0.0,0.206,-6.672,0.0925,122.984,0.592,0,7,4
3e21cX0CVwzkQXiHz7WUQZ,non-hit,Lil Wayne Featuring Eminem,Drop The World,0.0719,0.663,229227,0.91,0.0,0.244,-1.629,0.317,144.993,0.342,1,1,4
1M6dQ8MZQnYxjH8yZzswQt,non-hit,P!nk,Glitter In The Air,0.897,0.511,227813,0.255,0.000219,0.0994,-12.036,0.0283,99.901,0.296,1,5,4
3usL7eu7kTW0MLOujOuUSs,non-hit,Jay Sean Featuring Lil Wayne,Hit The Lights,0.0288,0.709,221933,0.727,0.0,0.158,-6.135,0.0429,128.024,0.353,0,2,4
7uRznL3LcuazKpwCTpDltz,non-hit,Kelly Clarkson,Mr. Know It All,0.0284,0.676,232520,0.807,0.0,0.0701,-5.131,0.029,95.956,0.443,1,5,4
1kPpge9JDLpcj15qgrPbYX,hit,Owl City & Carly Rae Jepsen,Good Time,0.0239,0.56,205933,0.872,7.52e-06,0.371,-4.269,0.14,126.053,0.681,1,3,4
5RjbFGeWVsCpw8EcE8OrvZ,non-hit,Kanye West Featuring Cam'ron & Consequence,Gone,0.0148,0.84,333293,0.668,0.0,0.0699,-6.042,0.262,92.805,0.344,1,1,4
4JDZl9nKIAhAhDjw753u4X,hit,DJ Khaled Featuring Drake,For Free,0.0173,0.916,183695,0.571,1.11e-06,0.153,-8.241,0.2,103.521,0.498,0,10,4
05KOgYg8PGeJyyWBPi5ja8,non-hit,Drake,Free Smoke,0.0681,0.736,218674,0.491,0.0,0.571,-6.892,0.439,141.979,0.203,0,10,4
6PGoSes0D9eUDeeAafB2As,hit,Kendrick Lamar Featuring Zacari,Love.,0.264,0.8,213400,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,1,10,4
4n8Syhm2XQOvenU8SnVAhZ,non-hit,Adam Lambert,Mad World,0.379,0.533,174373,0.83,0.0,0.953,-5.416,0.038,114.126,0.156,1,7,4
7wjbSn8QHsxqKXU5M0jXGM,non-hit,Taylor Swift,Eyes Open,0.00667,0.598,244587,0.724,0.00187,0.0839,-7.226,0.0344,137.116,0.299,1,7,4
69kOkLUCkxIZYexIgSG8rq,hit,Daft Punk Featuring Pharrell Williams,Get Lucky,0.0378,0.81,369627,0.793,1.82e-06,0.072,-9.404,0.0403,116.049,0.863,0,6,4
7t8oQycrEftd8NuWdCcfQb,non-hit,Lauren Alaina,Like My Mother Does,0.286,0.433,247813,0.72,0.0,0.0936,-1.912,0.0312,139.765,0.274,1,6,4
2oc1Oh7ONhVDBTvwQy8xBx,non-hit,Dia Frampton,Inventing Shadows,0.00948,0.604,213040,0.805,0.00069,0.116,-6.272,0.0414,123.977,0.269,1,11,4
