_id,class,artists,name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,time_signature
5df4aa6cd3c89323b4aea15f,non-hit,Pitbull Featuring John Ryan,Fireball,0.0894,0.69,235012,0.937,0.000104,0.0532,-5.393,0.0642,122.951,0.794,1,10,4
5df4aa6cd3c89323b4aea160,non-hit,Dustin Lynch,Good Girl,0.16,0.711,189533,0.696,0.0,0.17,-5.05,0.0871,80.512,0.694,1,7,4
5df4aa6cd3c89323b4aea161,non-hit,Mumford & Sons,Ghosts That We Knew,0.552,0.44,339720,0.276,0.00695,0.112,-12.151,0.0407,79.907,0.077,1,0,4
5df4aa6cd3c89323b4aea162,non-hit,David Guetta & Chris Willis Featuring Fergie & LMFAO,Gettin' Over You,0.149,0.62,187427,0.87,0.0,0.0705,-6.52,0.0868,130.079,0.513,0,10,4
5df4aa6cd3c89323b4aea163,non-hit,Thompson Square,I Got You,0.0123,0.533,183867,0.799,0.000879,0.106,-2.594,0.0531,127.04,0.521,1,2,4
5df4aa6cd3c89323b4aea164,non-hit,Young Jeezy Featuring Ne-Yo,Leave You Alone,0.169,0.669,329187,0.662,0.0,0.345,-7.758,0.0446,94.531,0.471,0,11,4
5df4aa6cd3c89323b4aea165,hit,DJ Snake Featuring Bipolar Sunshine,Middle,0.0141,0.583,220573,0.695,0.0,0.0527,-5.336,0.0423,104.879,0.224,1,9,4
5df4aa6cd3c89323b4aea166,non-hit,R. Kelly Featuring Keri Hilson,Number One,0.228,0.65,260867,0.813,0.0,0.18,-4.673,0.112,136.796,0.576,1,0,4
5df4aa6cd3c89323b4aea167,non-hit,Demi Lovato,Neon Lights,0.0767,0.631,233173,0.819,0.0,0.1,-4.24,0.122,125.928,0.733,1,9,4
5df4aa6cd3c89323b4aea168,non-hit,Billy Currington,Let Me Down Easy,0.361,0.606,228493,0.497,0.0,0.106,-5.005,0.0278,125.059,0.18,1,1,4
5df4aa6cd3c89323b4aea169,non-hit,Dia Frampton,Heartless,0.245,0.462,208307,0.841,0.0,0.142,-5.616,0.0485,156.056,0.553,0,0,4
5df4aa6cd3c89323b4aea16a,non-hit,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",Molly,0.079,0.831,218440,0.783,1.27e-06,0.35,-6.719,0.0527,140.046,0.771,1,5,4
5df4aa6cd3c89323b4aea16b,non-hit,Luke Bryan,Light It Up,0.133,0.608,177306,0.928,0.0,0.103,-2.724,0.0883,130.012,0.738,0,6,4
5df4aa6cd3c89323b4aea16c,non-hit,Gorilla Zoe,Echo,0.0809,0.809,237893,0.744,0.0,0.21,-5.892,0.0434,107.99,0.572,0,0,4
5df4aa6cd3c89323b4aea16d,non-hit,Enrique Iglesias Featuring Wisin,Duele El Corazon,0.0786,0.724,200813,0.904,0.0,0.226,-3.354,0.0966,90.999,0.846,0,8,4
5df4aa6cd3c89323b4aea16e,non-hit,Major Lazer Featuring Nyla & Fuse ODG,Light It Up,0.0375,0.747,166138,0.877,0.000833,0.233,-3.782,0.0664,107.991,0.752,0,9,4
5df4aa6cd3c89323b4aea16f,non-hit,Dustin Lynch,Mind Reader,0.0266,0.394,185413,0.8,0.0,0.184,-4.17,0.0413,162.053,0.525,0,4,4
5df4aa6cd3c89323b4aea170,non-hit,Marsha Ambrosius,Far Away,0.221,0.433,436880,0.668,0.0,0.126,-6.544,0.211,70.478,0.351,1,9,4
5df4aa6cd3c89323b4aea171,non-hit,Tyga Featuring Young Thug,Hookah,0.735,0.678,202320,0.484,0.0,0.117,-6.647,0.43,190.04,0.219,0,1,4
5df4aa6cd3c89323b4aea172,non-hit,Jazmine Sullivan,"Lions, Tigers & Bears",0.0788,0.576,251200,0.515,0.0,0.118,-6.178,0.0295,95.406,0.407,1,6,3
5df4aa6cd3c89323b4aea173,non-hit,Gorilla Zoe,Lost,0.0162,0.722,287187,0.564,0.176,0.351,-7.476,0.0668,136.039,0.553,0,0,4
5df4aa6cd3c89323b4aea174,non-hit,Eric Church,Love Your Love The Most,0.194,0.333,170387,0.524,0.0,0.124,-6.788,0.0301,73.393,0.438,1,10,4
5df4aa6cd3c89323b4aea175,non-hit,Kenny Chesney,El Cerrito Place,0.13,0.596,351613,0.503,0.0,0.0754,-7.606,0.0272,134.032,0.262,1,4,4
5df4aa6cd3c89323b4aea176,non-hit,Blake Shelton,I'll Just Hold On,0.0365,0.41,239200,0.796,0.000156,0.307,-4.222,0.0326,164.161,0.342,1,0,4
5df4aa6cd3c89323b4aea177,non-hit,Eric Church,Like A Wrecking Ball,0.338,0.693,198907,0.335,0.000552,0.118,-10.863,0.0395,136.071,0.623,1,0,4
5df4aa6cd3c89323b4aea178,non-hit,The Weeknd,Often,0.218,0.569,249040,0.629,0.0,0.135,-9.837,0.0485,134.035,0.0726,0,7,4
5df4aa6cd3c89323b4aea179,non-hit,Kid Cudi Featuring Kanye West & Common,Make Her Say,0.245,0.93,216413,0.712,1.48e-05,0.116,-5.156,0.0666,99.054,0.456,0,10,4
5df4aa6cd3c89323b4aea17a,non-hit,Snoop Dogg,I Wanna Rock,0.168,0.521,235987,0.849,0.0,0.289,-3.238,0.318,122.852,0.431,1,5,5
5df4aa6cd3c89323b4aea17b,non-hit,Lil Baby,My Dawg,0.0336,0.943,215423,0.544,0.0,0.0954,-6.292,0.0642,133.012,0.515,0,10,4
5df4aa6cd3c89323b4aea17c,non-hit,Nate Ruess,Nothing Without Love,0.0879,0.565,236773,0.73,0.0,0.0652,-4.54,0.031,82.058,0.408,1,1,4
5df4aa6cd3c89323b4aea17d,non-hit,Craig Campbell,Keep Them Kisses Comin',0.0524,0.704,159827,0.767,0.000469,0.361,-5.708,0.0398,120.035,0.889,1,6,4
5df4aa6cd3c89323b4aea17e,non-hit,Jason Derulo,If It Ain't Love,0.0487,0.503,203105,0.843,0.0,0.344,-4.991,0.316,128.63,0.778,0,10,4
5df4aa6cd3c89323b4aea17f,non-hit,"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,0.0336,0.673,192680,0.673,0.0,0.214,-5.824,0.0948,176.088,0.428,0,5,4
5df4aa6cd3c89323b4aea180,non-hit,Ed Sheeran,Lego House,0.562,0.592,185093,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,1,11,4
5df4aa6cd3c89323b4aea181,hit,James Bay,Let It Go,0.818,0.546,260533,0.311,1.65e-05,0.107,-10.396,0.0288,147.464,0.246,1,1,4
5df4aa6cd3c89323b4aea182,non-hit,Mary J. Blige Featuring Drake,Mr. Wrong,0.193,0.693,241853,0.676,8.18e-06,0.126,-5.024,0.15,143.058,0.461,0,0,4
5df4aa6cd3c89323b4aea183,non-hit,Migos Featuring Post Malone,Notice Me,0.112,0.793,233880,0.344,1.68e-06,0.15,-9.757,0.357,166.105,0.45,1,6,4
5df4aa6cd3c89323b4aea184,non-hit,Hailee Steinfeld,Most Girls,0.0478,0.756,204400,0.572,0.0,0.0853,-7.019,0.0763,102.986,0.417,1,9,4
5df4aa6cd3c89323b4aea185,non-hit,Tori Kelly,Hollow,0.0187,0.606,210606,0.656,0.00654,0.44,-6.85,0.0361,126.044,0.454,0,2,4
5df4aa6cd3c89323b4aea186,hit,Of Monsters And Men,Little Talks,0.0206,0.446,266600,0.757,0.0,0.146,-5.177,0.0322,102.88,0.421,1,1,4
5df4aa6cd3c89323b4aea187,non-hit,Future,Neva End,0.00911,0.59,262307,0.561,0.0,0.0981,-7.613,0.058,134.936,0.15,1,2,4
5df4aa6cd3c89323b4aea188,non-hit,Jennifer Hudson,If This Isn't Love,0.209,0.567,216387,0.777,0.0,0.106,-3.447,0.0448,129.86,0.403,1,4,4
5df4aa6cd3c89323b4aea189,non-hit,Chris Cagle,Got My Country On,0.185,0.505,233787,0.839,0.0,0.0406,-4.557,0.0538,160.154,0.511,1,7,4
5df4aa6cd3c89323b4aea18a,non-hit,Tim McGraw,How I'll Always Be,0.312,0.578,213453,0.825,1.4e-05,0.0912,-4.693,0.0331,93.035,0.654,1,2,4
5df4aa6cd3c89323b4aea18b,non-hit,Justin Moore,Lettin' The Night Roll,0.0873,0.542,203120,0.859,0.0,0.145,-5.137,0.0424,140.9,0.637,1,2,4
5df4aa6cd3c89323b4aea18c,non-hit,The Swon Brothers,Later On,0.0544,0.411,217160,0.903,0.0,0.104,-2.948,0.144,180.078,0.614,1,2,4
5df4aa6cd3c89323b4aea18d,non-hit,Monica,Love All Over Me,0.546,0.514,229947,0.628,0.0,0.161,-5.661,0.0451,129.539,0.422,0,4,4
5df4aa6cd3c89323b4aea18e,hit,Dua Lipa,IDGAF,0.0403,0.836,217947,0.544,0.0,0.0824,-5.975,0.0943,97.028,0.51,1,7,4
5df4aa6cd3c89323b4aea18f,non-hit,Taylor Swift,Gorgeous,0.0713,0.8,209680,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,1,7,4
5df4aa6cd3c89323b4aea190,non-hit,Cardi B Featuring SZA,I Do,0.27,0.886,200205,0.473,2.58e-05,0.0864,-7.338,0.255,135.065,0.438,0,7,4
5df4aa6cd3c89323b4aea191,non-hit,Carly Rae Jepsen,I Really Like You,0.00543,0.622,204773,0.808,5.63e-05,0.215,-4.701,0.0418,122.121,0.599,1,5,4
5df4aa6cd3c89323b4aea192,non-hit,Meek Mill Featuring Tory Lanez,Litty,0.0451,0.592,280615,0.701,0.0,0.327,-4.014,0.0858,129.501,0.282,0,10,4
5df4aa6cd3c89323b4aea193,non-hit,Keith Urban,Kiss A Girl,0.0103,0.653,226733,0.786,2.19e-06,0.201,-5.418,0.0338,120.992,0.477,1,2,4
5df4aa6cd3c89323b4aea194,non-hit,Lady Antebellum,Hello World,0.0555,0.427,326107,0.531,0.00106,0.0835,-6.985,0.0297,111.079,0.145,1,8,4
5df4aa6cd3c89323b4aea195,non-hit,Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,0.0021,0.716,247055,0.541,0.0,0.115,-7.909,0.149,139.978,0.387,1,1,4
5df4aa6cd3c89323b4aea196,non-hit,Lil Wayne & Charlie Puth,Nothing But Trouble (Instagram Models),0.0172,0.724,217984,0.691,1.68e-05,0.194,-5.665,0.0324,126.002,0.236,0,6,4
5df4aa6cd3c89323b4aea197,non-hit,Pearl Jam,Just Breathe,0.721,0.473,215853,0.348,7.42e-05,0.0823,-11.1,0.0288,107.819,0.283,1,0,4
5df4aa6cd3c89323b4aea198,hit,Imagine Dragons,It's Time,0.0689,0.751,187244,0.825,0.00259,0.25,-2.862,0.0362,117.019,0.575,1,7,4
5df4aa6cd3c89323b4aea199,non-hit,Lil Uzi Vert,Money Longer,0.0541,0.795,198944,0.568,0.0,0.108,-7.817,0.142,136.173,0.478,0,5,4
5df4aa6cd3c89323b4aea19a,non-hit,Lee Ann Womack,Last Call,0.794,0.335,195467,0.584,0.000195,0.0869,-7.089,0.0341,78.509,0.332,1,6,4
5df4aa6cd3c89323b4aea19b,non-hit,Mumford & Sons,Little Lion Man,0.0293,0.517,246973,0.481,1.79e-05,0.0903,-8.273,0.0272,138.51,0.461,1,5,4
5df4aa6cd3c89323b4aea19c,non-hit,Canaan Smith,Love You Like That,0.0107,0.559,203053,0.766,6.98e-05,0.194,-5.056,0.0295,145.26,0.723,1,11,4
5df4aa6cd3c89323b4aea19d,hit,Bebe Rexha & Florida Georgia Line,Meant To Be,0.047,0.643,163870,0.783,0.0,0.083,-6.458,0.0856,154.084,0.579,1,10,4
5df4aa6cd3c89323b4aea19e,non-hit,Miley Cyrus,Hoedown Throwdown,0.197,0.738,181013,0.804,0.0,0.297,-6.018,0.0608,109.045,0.791,0,10,4
5df4aa6cd3c89323b4aea19f,non-hit,Birdman Featuring Lil Wayne & Drake,Money To Blow,0.0095,0.708,258587,0.578,0.0,0.353,-8.686,0.0631,133.03,0.696,1,6,4
5df4aa6cd3c89323b4aea1a0,hit,Blake Shelton,God Gave Me You,0.00481,0.483,229533,0.844,7.29e-05,0.405,-5.043,0.0314,151.977,0.543,1,2,4
5df4aa6cd3c89323b4aea1a1,hit,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,0.024,0.852,233787,0.693,0.0,0.11,-6.87,0.274,95.967,0.66,1,1,4
5df4aa6cd3c89323b4aea1a2,hit,Train,Drive By,0.00107,0.765,195973,0.837,1.06e-05,0.0801,-3.113,0.032,122.028,0.721,0,1,4
5df4aa6cd3c89323b4aea1a3,non-hit,Ariana Grande,Focus,0.266,0.672,211360,0.876,0.0,0.444,-6.036,0.244,100.018,0.79,1,6,4
5df4aa6cd3c89323b4aea1a4,hit,Michael Jackson & Justin Timberlake,Love Never Felt So Good,0.132,0.775,246027,0.719,1.79e-06,0.0662,-6.212,0.0435,117.513,0.712,0,7,4
5df4aa6cd3c89323b4aea1a5,non-hit,Rascal Flatts,Here Comes Goodbye,0.42,0.431,243787,0.584,0.0,0.142,-6.025,0.0336,146.176,0.181,1,2,4
5df4aa6cd3c89323b4aea1a6,hit,Boys Like Girls,Love Drunk,0.00177,0.44,226707,0.976,3.39e-06,0.16,-3.17,0.141,150.005,0.412,1,10,4
5df4aa6cd3c89323b4aea1a7,hit,Naughty Boy Featuring Sam Smith,La La La,0.107,0.772,222200,0.65,1.13e-06,0.0905,-5.202,0.0306,125.082,0.262,0,6,4
5df4aa6cd3c89323b4aea1a8,non-hit,One Direction,Little Things,0.788,0.707,219640,0.222,0.0,0.205,-11.716,0.0329,110.095,0.556,1,7,4
5df4aa6cd3c89323b4aea1a9,hit,One Direction,Night Changes,0.859,0.672,226600,0.52,0.0,0.115,-7.747,0.0353,120.001,0.37,1,8,4
5df4aa6cd3c89323b4aea1aa,hit,Ca$h Out,Cashin' Out,0.149,0.831,238760,0.665,0.0,0.0636,-3.627,0.0711,129.989,0.663,0,1,4
5df4aa6cd3c89323b4aea1ab,hit,Miguel,Sure Thing,0.0275,0.684,195373,0.603,0.000311,0.191,-8.127,0.0989,81.0,0.504,0,11,4
5df4aa6cd3c89323b4aea1ac,hit,Chris Brown,Back To Sleep,0.0424,0.647,201253,0.646,0.0,0.0888,-5.483,0.243,92.981,0.721,0,9,4
5df4aa6cd3c89323b4aea1ad,hit,Beyonce,Partition,0.0296,0.412,319467,0.441,0.0726,0.306,-11.523,0.291,185.571,0.174,0,11,4
5df4aa6cd3c89323b4aea1ae,hit,5 Seconds Of Summer,She Looks So Perfect,0.000569,0.494,202496,0.951,0.0,0.327,-4.237,0.132,160.025,0.441,1,9,4
5df4aa6cd3c89323b4aea1af,non-hit,Luke Combs,She Got The Best Of Me,0.0292,0.533,183160,0.907,0.0,0.386,-3.793,0.0406,150.99,0.7,1,11,4
5df4aa6cd3c89323b4aea1b0,hit,James Arthur,Say You Won't Let Go,0.695,0.358,211467,0.557,0.0,0.0902,-7.398,0.059,85.043,0.494,1,10,4
5df4aa6cd3c89323b4aea1b1,non-hit,Justin Bieber Featuring Usher,Somebody To Love,0.00388,0.704,220160,0.836,0.0,0.16,-4.619,0.0283,129.989,0.553,1,5,4
5df4aa6cd3c89323b4aea1b2,hit,Drake,0 To 100 / The Catch Up,0.737,0.559,275227,0.716,0.0,0.252,-3.964,0.39,176.618,0.504,0,11,4
5df4aa6cd3c89323b4aea1b3,hit,Dustin Lynch,Small Town Boy,0.0251,0.554,205733,0.743,0.0,0.359,-6.016,0.0287,72.997,0.673,1,9,4
5df4aa6cd3c89323b4aea1b4,non-hit,Blake Shelton,Sangria,0.017,0.646,233480,0.724,1.39e-06,0.153,-6.96,0.0265,115.984,0.54,1,9,4
5df4aa6cd3c89323b4aea1b5,non-hit,Jason Aldean,Tattoos On This Town,0.0181,0.359,202467,0.784,2.72e-05,0.0989,-4.404,0.0438,78.494,0.444,1,7,4
5df4aa6cd3c89323b4aea1b6,non-hit,Krewella,Alive,0.00413,0.663,290760,0.822,0.00318,0.234,-2.909,0.0557,128.002,0.567,1,9,4
5df4aa6cd3c89323b4aea1b7,hit,Ayo & Teo,Rolex,0.0837,0.804,238587,0.886,0.0,0.266,-2.512,0.04,144.946,0.789,1,1,4
5df4aa6cd3c89323b4aea1b8,non-hit,Rascal Flatts,Summer Nights,0.0163,0.541,242027,0.895,0.0,0.571,-4.884,0.0367,102.078,0.657,1,2,4
5df4aa6cd3c89323b4aea1b9,non-hit,Dierks Bentley,Sideways,0.141,0.624,184160,0.915,0.0,0.386,-2.627,0.0364,108.046,0.815,0,5,3
5df4aa6cd3c89323b4aea1ba,hit,KONGOS,Come With Me Now,0.0311,0.654,211960,0.726,6.35e-05,0.0618,-3.803,0.0401,103.987,0.728,0,10,4
5df4aa6cd3c89323b4aea1bb,non-hit,"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That,0.0648,0.734,303533,0.892,0.0,0.58,-1.856,0.125,138.031,0.605,1,2,4
5df4aa6cd3c89323b4aea1bc,non-hit,Tim McGraw,Shotgun Rider,0.126,0.468,235387,0.904,3.89e-06,0.165,-4.574,0.0494,167.998,0.7,1,7,4
5df4aa6cd3c89323b4aea1bd,hit,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,0.0104,0.549,227293,0.791,0.0,0.444,-3.535,0.133,150.094,0.293,1,10,4
5df4aa6cd3c89323b4aea1be,non-hit,Zac Brown Band Featuring Alan Jackson,As She's Walking Away,0.474,0.553,223827,0.619,0.0,0.123,-7.101,0.0308,183.91,0.374,1,3,4
5df4aa6cd3c89323b4aea1bf,non-hit,Jon Pardi,Dirt On My Boots,0.111,0.683,201893,0.796,0.0,0.197,-4.179,0.0285,90.031,0.531,1,11,4
5df4aa6cd3c89323b4aea1c0,hit,Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),0.023,0.689,210573,0.791,0.0,0.0526,-5.194,0.053,95.04,0.755,0,0,4
5df4aa6cd3c89323b4aea1c1,hit,YoungBoy Never Broke Again,Outside Today,0.139,0.851,129105,0.666,0.0,0.105,-5.334,0.0694,134.068,0.0585,0,11,4
5df4aa6cd3c89323b4aea1c2,hit,Rae Sremmurd,Swang,0.2,0.681,208120,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,0.166,1,8,4
5df4aa6cd3c89323b4aea1c3,non-hit,Luke Bryan,"Sunrise, Sunburn, Sunset",0.193,0.471,216093,0.897,0.0,0.196,-2.27,0.0597,159.958,0.719,1,9,4
5df4aa6cd3c89323b4aea1c4,non-hit,Daughtry,September,0.0465,0.43,240213,0.703,0.0,0.0809,-5.52,0.0342,149.873,0.328,1,10,4
5df4aa6cd3c89323b4aea1c5,non-hit,Reba,Consider Me Gone,0.098,0.587,218053,0.732,0.0,0.0917,-3.851,0.0296,97.031,0.453,1,8,4
5df4aa6cd3c89323b4aea1c6,hit,ScHoolboy Q Featuring BJ The Chicago Kid,Studio,0.0507,0.709,278067,0.589,0.0,0.0585,-7.776,0.0433,133.922,0.58,0,8,3
5df4aa6cd3c89323b4aea1c7,hit,Thompson Square,Are You Gonna Kiss Me Or Not,0.039,0.485,184920,0.701,0.0,0.0977,-3.807,0.0288,151.948,0.613,1,8,4
5df4aa6cd3c89323b4aea1c8,non-hit,Ke$ha,C'mon,0.00657,0.558,214307,0.781,0.00144,0.102,-5.448,0.0963,126.025,0.286,0,1,4
5df4aa6cd3c89323b4aea1c9,non-hit,Trinidad James,All Gold Everything,0.0258,0.516,187907,0.755,0.0,0.329,-8.868,0.351,99.742,0.633,0,0,4
5df4aa6cd3c89323b4aea1ca,non-hit,Plain White T's,"1, 2, 3, 4",0.566,0.458,198360,0.55,1.39e-05,0.108,-7.092,0.0262,90.56,0.56,1,2,4
5df4aa6cd3c89323b4aea1cb,hit,DNCE,Cake By The Ocean,0.153,0.774,219147,0.753,0.0,0.0371,-5.445,0.0517,119.002,0.896,0,4,4
5df4aa6cd3c89323b4aea1cc,hit,A$AP Ferg Featuring Nicki Minaj,Plain Jane,0.0651,0.797,173600,0.844,0.0,0.087,-5.482,0.275,170.142,0.52,1,11,4
5df4aa6cd3c89323b4aea1cd,non-hit,lovelytheband,Broken,0.00175,0.666,204878,0.728,4.26e-06,0.0429,-5.808,0.0419,122.996,0.51,1,7,4
5df4aa6cd3c89323b4aea1ce,non-hit,Lil Wayne Featuring 2 Chainz,Rich As F**k,0.0395,0.612,223173,0.593,0.0,0.484,-6.294,0.458,130.583,0.883,1,1,4
5df4aa6cd3c89323b4aea1cf,non-hit,Breathe Carolina,Blackout,0.00537,0.662,210200,0.819,0.0,0.0498,-4.609,0.124,122.951,0.801,1,6,4
5df4aa6cd3c89323b4aea1d0,hit,Shawn Mendes,Stitches,0.0152,0.746,206880,0.754,0.0,0.0486,-6.681,0.067,149.882,0.764,1,1,4
5df4aa6cd3c89323b4aea1d1,non-hit,Tyler Farr,Redneck Crazy,0.153,0.487,216040,0.667,0.0,0.161,-4.216,0.0309,145.854,0.463,0,7,4
5df4aa6cd3c89323b4aea1d2,non-hit,Easton Corbin,A Little More Country Than That,0.0795,0.64,172227,0.6,1.5e-06,0.106,-8.534,0.0318,84.969,0.593,1,11,4
5df4aa6cd3c89323b4aea1d3,hit,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal,0.0168,0.841,264947,0.522,1.37e-06,0.188,-5.963,0.049,99.059,0.616,0,10,4
5df4aa6cd3c89323b4aea1d4,hit,Hunter Hayes,I Want Crazy,0.0539,0.562,236865,0.878,0.0,0.112,-4.806,0.0387,103.029,0.558,1,8,4
5df4aa6cd3c89323b4aea1d5,non-hit,Chris Brown Featuring Nicki Minaj,Love More,0.000463,0.882,189707,0.621,0.00055,0.0784,-6.652,0.0461,104.954,0.487,1,1,4
5df4aa6cd3c89323b4aea1d6,non-hit,Cascada,Evacuate The Dancefloor,0.0195,0.76,206307,0.694,0.0,0.29,-5.856,0.0458,127.009,0.9,1,0,4
5df4aa6cd3c89323b4aea1d7,non-hit,Pentatonix,Hallelujah,0.47,0.364,268960,0.378,0.0,0.339,-7.381,0.0331,89.918,0.366,0,7,3
5df4aa6cd3c89323b4aea1d8,hit,Luke Bryan,Kick The Dust Up,0.196,0.597,190587,0.86,0.0,0.087,-2.315,0.0461,172.064,0.818,1,1,4
5df4aa6cd3c89323b4aea1d9,non-hit,Tim McGraw,Felt Good On My Lips,0.024,0.56,277400,0.869,2.94e-06,0.136,-3.804,0.0387,136.001,0.519,1,3,4
5df4aa6cd3c89323b4aea1da,non-hit,Adam Lambert,If I Had You,0.0113,0.648,228240,0.908,0.0,0.374,-4.251,0.108,131.147,0.793,0,4,4
5df4aa6cd3c89323b4aea1db,non-hit,The Script,Nothing,0.00369,0.473,272213,0.833,0.0,0.118,-5.013,0.039,157.012,0.503,1,2,4
5df4aa6cd3c89323b4aea1dc,non-hit,John Newman,Love Me Again,0.00453,0.495,239894,0.894,0.000596,0.103,-4.814,0.0441,126.03,0.213,0,2,4
5df4aa6cd3c89323b4aea1dd,non-hit,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,0.294,0.552,202067,0.698,0.000103,0.0905,-4.817,0.0306,90.006,0.6,1,8,4
5df4aa6cd3c89323b4aea1de,non-hit,Big Sean Featuring Kanye West & Roscoe Dash,Marvin & Chardonnay,0.0671,0.613,222867,0.807,0.0,0.322,-2.739,0.0382,133.023,0.813,0,11,4
5df4aa6cd3c89323b4aea1df,hit,Kiiara,Gold,0.615,0.6,225882,0.412,0.0025,0.134,-9.343,0.344,113.049,0.408,1,8,5
5df4aa6cd3c89323b4aea1e0,non-hit,Taio Cruz Featuring Travie McCoy,Higher,0.0349,0.528,188133,0.9,0.0,0.144,-4.301,0.0759,127.986,0.558,0,8,4
5df4aa6cd3c89323b4aea1e1,non-hit,Luke Bryan,Drink A Beer,0.836,0.483,202627,0.431,5.19e-05,0.199,-7.656,0.0343,78.26,0.296,1,8,4
5df4aa6cd3c89323b4aea1e2,hit,Usher Featuring Young Thug,No Limit,0.0799,0.717,228613,0.523,0.0,0.206,-6.506,0.0611,127.047,0.282,0,10,4
5df4aa6cd3c89323b4aea1e3,non-hit,Sugarland,It Happens,0.00631,0.641,181253,0.724,7.08e-05,0.0724,-3.843,0.0483,89.971,0.748,1,8,4
5df4aa6cd3c89323b4aea1e4,non-hit,Chris Young,Gettin' You Home,0.44,0.639,212133,0.678,1.45e-06,0.221,-5.02,0.0278,106.966,0.531,1,7,4
5df4aa6cd3c89323b4aea1e5,non-hit,Joe Nichols,Gimmie That Girl,0.205,0.5,185453,0.9,0.000251,0.694,-3.577,0.117,162.249,0.675,1,2,4
5df4aa6cd3c89323b4aea1e6,hit,Demi Lovato,Give Your Heart A Break,0.23,0.651,205347,0.695,0.0,0.144,-3.218,0.0487,123.008,0.569,1,6,4
5df4aa6cd3c89323b4aea1e7,hit,Jason Aldean,Fly Over States,0.069,0.487,218200,0.736,0.0,0.114,-3.269,0.0326,81.587,0.184,1,7,4
5df4aa6cd3c89323b4aea1e8,hit,SZA Featuring Travis Scott,Love Galore,0.111,0.795,275080,0.594,0.0,0.162,-6.2,0.0747,135.002,0.409,1,0,4
5df4aa6cd3c89323b4aea1e9,hit,Khalid,Location,0.33,0.736,219080,0.449,0.000162,0.0898,-11.462,0.425,80.126,0.326,0,1,4
5df4aa6cd3c89323b4aea1ea,hit,Rob Thomas,Her Diamonds,0.0159,0.555,280000,0.924,0.0,0.075,-4.93,0.0604,87.606,0.865,1,7,4
5df4aa6cd3c89323b4aea1eb,non-hit,Zac Brown Band,Free,0.24,0.453,228653,0.412,0.00021,0.101,-7.539,0.0276,75.752,0.282,1,1,4
5df4aa6cd3c89323b4aea1ec,hit,Thomas Rhett,Marry Me,0.0977,0.333,205453,0.412,0.0,0.113,-8.633,0.029,85.028,0.474,1,3,4
5df4aa6cd3c89323b4aea1ed,hit,Jason Aldean With Kelly Clarkson,Don't You Wanna Stay,0.129,0.445,256440,0.631,0.0,0.0911,-4.798,0.0304,143.846,0.152,1,11,4
5df4aa6cd3c89323b4aea1ee,hit,Swedish House Mafia Featuring John Martin,Don't You Worry Child,0.112,0.612,212862,0.84,0.0,0.116,-3.145,0.0509,129.042,0.438,0,11,4
5df4aa6cd3c89323b4aea1ef,non-hit,Billy Currington,Don't,0.131,0.719,236467,0.796,0.0,0.111,-3.787,0.0246,98.03,0.803,1,2,4
5df4aa6cd3c89323b4aea1f0,hit,Bryson Tiller,Don't,0.222,0.765,198293,0.356,0.0,0.0963,-5.556,0.196,97.001,0.19,0,11,4
5df4aa6cd3c89323b4aea1f1,hit,Ed Sheeran,Don't,0.0113,0.806,219840,0.608,0.0,0.635,-7.008,0.0659,95.049,0.849,1,1,4
5df4aa6cd3c89323b4aea1f2,non-hit,Mac Miller,Donald Trump,0.119,0.636,165908,0.901,0.0,0.391,-7.094,0.118,162.994,0.836,0,1,4
5df4aa6cd3c89323b4aea1f3,non-hit,Charlie Puth Featuring Kehlani,Done For Me,0.193,0.856,180493,0.632,0.0,0.0688,-3.692,0.074,112.009,0.697,0,6,4
5df4aa6cd3c89323b4aea1f4,non-hit,The Band Perry,DONE.,0.291,0.653,205267,0.875,0.0,0.054,-3.015,0.0366,100.047,0.775,1,6,4
5df4aa6cd3c89323b4aea1f5,non-hit,Lil Wayne Featuring Snoop Dogg,Dope N****z,0.0395,0.752,205983,0.708,0.0,0.0601,-5.053,0.28,84.974,0.645,1,9,4
5df4aa6cd3c89323b4aea1f6,non-hit,Lil Wayne Featuring Nivea,Dope New Gospel,0.227,0.651,207187,0.719,0.0,0.109,-3.924,0.301,116.77,0.402,1,0,4
5df4aa6cd3c89323b4aea1f7,non-hit,Lady Gaga,Dope,0.667,0.339,221547,0.429,0.0,0.082,-6.497,0.0348,128.686,0.16,0,0,4
